AccessID,CustomerID,AccessDate,PageVisited,Duration,DeviceType,BrowserType,OperatingSystem,ReferralSource,GeoLocation,IP_Address,SessionID
243,799,2024-02-19 08:17:07.318052,Support,265,Mobile,Safari,iOS,Bing,USA,34.172.155.92,7427
244,925,2024-03-31 08:17:07.318068,Profile,473,Desktop,Safari,Android,Bing,Australia,215.110.62.15,8612
245,977,2023-11-07 08:17:07.318082,Support,599,Mobile,Chrome,Windows,Google,USA,172.179.173.226,5221
246,324,2024-01-22 08:17:07.318095,Contact,108,Mobile,Safari,macOS,Direct,Australia,24.6.128.161,2859
247,539,2023-09-08 08:17:07.318109,Profile,298,Tablet,Chrome,Android,Twitter,Australia,159.103.25.73,7493
248,215,2024-03-09 08:17:07.318122,Home,123,Tablet,Firefox,macOS,Google,USA,227.79.220.50,4250
249,19,2023-09-02 08:17:07.318137,About,207,Mobile,Chrome,macOS,Bing,USA,39.12.239.217,1562
250,4,2023-12-26 08:17:07.318150,Checkout,53,Tablet,Firefox,Linux,Twitter,France,112.95.216.26,4790
251,674,2024-05-20 08:17:07.318164,About,365,Tablet,Chrome,Android,Bing,Germany,72.184.81.163,3620
252,284,2023-12-23 08:17:07.318178,About,409,Mobile,Chrome,Windows,Email,Germany,172.52.84.234,6883
253,607,2023-12-18 08:17:07.318192,Checkout,352,Mobile,Safari,Linux,Facebook,Canada,129.147.172.18,6437
254,661,2023-06-27 08:17:07.318205,About,182,Tablet,Edge,Linux,Bing,Germany,8.64.98.119,7818
255,759,2023-10-26 08:17:07.318219,Cart,592,Desktop,Safari,Windows,Facebook,USA,119.15.21.194,3005
256,701,2024-03-18 08:17:07.318232,About,247,Desktop,Safari,iOS,Google,France,40.68.170.140,6921
257,489,2024-03-25 08:17:07.318246,Cart,126,Mobile,Chrome,Android,Twitter,UK,168.96.191.213,5292
258,257,2024-06-02 08:17:07.318259,Checkout,64,Desktop,Edge,macOS,Email,Germany,152.91.96.148,4301
259,114,2024-03-02 08:17:07.318272,Cart,290,Tablet,Safari,Windows,Facebook,Germany,227.203.192.44,3394
260,431,2024-01-26 08:17:07.318286,Checkout,350,Mobile,Opera,iOS,Direct,Canada,21.5.47.39,6743
261,666,2023-07-12 08:17:07.318299,Contact,199,Desktop,Edge,iOS,Facebook,Germany,201.90.174.25,7014
262,855,2024-04-03 08:17:07.318313,Support,519,Tablet,Firefox,Windows,Facebook,France,81.248.237.184,9837
263,154,2023-07-05 08:17:07.318327,Support,366,Desktop,Opera,macOS,Google,Australia,242.45.85.103,6793
264,827,2023-08-25 08:17:07.318341,Profile,157,Mobile,Chrome,iOS,Twitter,Germany,12.138.54.123,1021
265,628,2023-11-04 08:17:07.318355,Products,172,Tablet,Edge,Windows,Facebook,USA,82.2.212.140,5732
266,9,2024-05-11 08:17:07.318368,Products,125,Desktop,Edge,Windows,Email,Australia,70.207.154.218,1481
267,986,2024-03-25 08:17:07.318383,Home,384,Desktop,Chrome,Android,Direct,UK,205.233.176.18,4884
268,117,2024-01-24 08:17:07.318396,Checkout,418,Mobile,Safari,Windows,Bing,France,10.123.109.91,7359
269,425,2024-02-25 08:17:07.318410,Contact,38,Desktop,Opera,Linux,Direct,UK,218.205.125.42,2958
270,324,2024-05-08 08:17:07.318424,Checkout,487,Mobile,Edge,Linux,Direct,Germany,146.74.83.11,8538
271,932,2023-12-27 08:17:07.318439,Products,336,Mobile,Firefox,iOS,Facebook,France,174.22.202.13,4161
272,532,2023-12-14 08:17:07.318453,Cart,284,Desktop,Firefox,iOS,Twitter,UK,161.86.120.66,9347
273,365,2024-03-31 08:17:07.318467,About,169,Mobile,Safari,Linux,Email,Germany,2.134.210.78,3601
274,954,2024-02-24 08:17:07.318480,About,537,Mobile,Opera,Android,Google,Canada,235.9.160.226,8239
275,712,2024-04-14 08:17:07.318495,Profile,133,Desktop,Opera,macOS,Email,Australia,158.149.117.148,8900
276,618,2024-04-10 08:17:07.318508,Products,548,Mobile,Chrome,Android,Email,USA,38.169.121.171,8254
277,562,2024-02-22 08:17:07.318522,About,390,Desktop,Opera,Linux,Direct,Canada,122.246.128.6,2996
278,499,2023-08-24 08:17:07.318535,Contact,196,Desktop,Safari,macOS,Direct,Australia,233.196.211.180,7589
279,679,2023-07-13 08:17:07.318549,Home,367,Desktop,Safari,macOS,Twitter,Canada,34.150.114.14,4689
280,348,2023-07-04 08:17:07.318562,About,543,Tablet,Safari,Windows,Email,Canada,67.172.84.160,9670
281,748,2024-06-15 08:17:07.318577,Contact,40,Desktop,Chrome,iOS,Facebook,Germany,161.45.29.83,4164
282,75,2024-02-11 08:17:07.318591,Products,462,Tablet,Chrome,macOS,Direct,Germany,52.90.142.47,7991
283,530,2024-05-20 08:17:07.318605,Contact,368,Mobile,Chrome,Android,Twitter,Germany,33.201.55.47,7276
284,373,2023-06-27 08:17:07.318618,Checkout,385,Mobile,Edge,macOS,Facebook,Australia,214.117.84.166,3371
285,599,2023-07-10 08:17:07.318632,Products,16,Mobile,Firefox,macOS,Twitter,Canada,0.213.89.7,5698
286,552,2023-09-23 08:17:07.318882,Home,354,Desktop,Safari,iOS,Bing,Germany,91.253.87.126,4533
287,538,2023-11-01 08:17:07.318902,About,64,Desktop,Edge,Android,Direct,Canada,62.129.145.148,2089
288,382,2024-05-20 08:17:07.318916,Contact,178,Desktop,Firefox,macOS,Bing,France,158.39.134.240,3981
289,280,2024-04-01 08:17:07.318930,Support,377,Mobile,Safari,iOS,Email,UK,203.53.29.72,1924
290,85,2023-11-08 08:17:07.318944,Home,101,Desktop,Chrome,Windows,Direct,Germany,255.225.115.119,1892
291,376,2024-01-02 08:17:07.318958,Home,253,Desktop,Firefox,Android,Google,Canada,192.176.67.103,5060
292,29,2024-03-21 08:17:07.318971,Checkout,40,Mobile,Edge,iOS,Email,France,159.159.206.175,1927
293,29,2023-08-29 08:17:07.318985,Home,568,Mobile,Edge,iOS,Twitter,UK,78.175.179.26,8070
294,701,2024-06-09 08:17:07.319000,Home,28,Mobile,Firefox,macOS,Twitter,Germany,174.144.140.184,2270
295,433,2023-09-07 08:17:07.319014,Support,464,Mobile,Firefox,Windows,Facebook,Canada,100.82.165.237,6815
296,425,2023-11-09 08:17:07.319027,Checkout,311,Tablet,Firefox,Windows,Facebook,France,13.239.8.58,5060
297,393,2024-02-13 08:17:07.319042,Support,201,Desktop,Firefox,Linux,Direct,France,247.9.247.236,8942
298,49,2023-10-06 08:17:07.319056,Profile,96,Mobile,Edge,macOS,Google,UK,208.138.64.143,9366
299,578,2023-06-29 08:17:07.319070,About,328,Tablet,Chrome,macOS,Direct,Australia,68.71.200.115,8175
300,65,2024-06-14 08:17:07.319084,About,145,Mobile,Firefox,Linux,Direct,UK,90.18.33.136,4809
